Wavelength_nm,SculpinRh1-S3,CiscoRh1-C1,SculpinRh1-S1,CiscoRh1-C3,CiscoRh1-C2
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
,2.14948e-27,2.21611e-27,2.22092e-27,2.1639e-27,2.21759e-27
